# t,phase,ang_deg,x,y,z,dist_to_ideal_mm,radial_err_ideal_mm,dist_to_fit_mm,radial_err_fit_mm
0.5000,0.2500,90.0000,0.3483,-0.2551,1.1786,123.0661,3.0661,123.4074,0.1333
0.5020,0.2510,90.3600,0.3483,-0.2543,1.1786,123.0656,3.0656,123.4083,0.1342
0.5040,0.2520,90.7200,0.3483,-0.2536,1.1785,123.0645,3.0645,123.4085,0.1344
0.5060,0.2530,91.0800,0.3483,-0.2528,1.1786,123.0629,3.0629,123.4083,0.1342
0.5080,0.2540,91.4400,0.3483,-0.2520,1.1786,123.0611,3.0611,123.4079,0.1338
0.5100,0.2550,91.8000,0.3483,-0.2512,1.1786,123.0594,3.0594,123.4075,0.1334
0.5120,0.2560,92.1600,0.3483,-0.2505,1.1786,123.0579,3.0579,123.4073,0.1332
0.5140,0.2570,92.5200,0.3483,-0.2497,1.1786,123.0567,3.0567,123.4075,0.1334
0.5160,0.2580,92.8800,0.3483,-0.2489,1.1786,123.0550,3.0550,123.4070,0.1329
0.5180,0.2590,93.2400,0.3483,-0.2482,1.1787,123.0529,3.0529,123.4063,0.1321
0.5200,0.2600,93.6000,0.3483,-0.2474,1.1787,123.0507,3.0507,123.4053,0.1312
0.5220,0.2610,93.9600,0.3483,-0.2466,1.1788,123.0486,3.0486,123.4044,0.1303
0.5240,0.2620,94.3200,0.3483,-0.2459,1.1788,123.0467,3.0467,123.4038,0.1297
0.5260,0.2630,94.6800,0.3483,-0.2451,1.1789,123.0453,3.0453,123.4036,0.1295
0.5280,0.2640,95.0400,0.3483,-0.2443,1.1789,123.0433,3.0433,123.4029,0.1287
0.5300,0.2650,95.4000,0.3483,-0.2436,1.1790,123.0410,3.0410,123.4018,0.1277
0.5320,0.2660,95.7600,0.3483,-0.2428,1.1790,123.0386,3.0386,123.4006,0.1264
0.5340,0.2670,96.1200,0.3483,-0.2420,1.1791,123.0363,3.0363,123.3994,0.1253
0.5360,0.2680,96.4800,0.3483,-0.2413,1.1792,123.0344,3.0344,123.3986,0.1245
0.5380,0.2690,96.8400,0.3483,-0.2405,1.1793,123.0329,3.0329,123.3983,0.1242
0.5400,0.2700,97.2000,0.3483,-0.2397,1.1794,123.0309,3.0309,123.3974,0.1233
0.5420,0.2710,97.5600,0.3483,-0.2390,1.1795,123.0286,3.0286,123.3962,0.1221
0.5440,0.2720,97.9200,0.3483,-0.2382,1.1795,123.0262,3.0262,123.3949,0.1208
0.5460,0.2730,98.2800,0.3483,-0.2374,1.1796,123.0239,3.0239,123.3937,0.1196
0.5480,0.2740,98.6400,0.3483,-0.2367,1.1798,123.0220,3.0220,123.3929,0.1188
0.5500,0.2750,99.0000,0.3483,-0.2359,1.1799,123.0206,3.0206,123.3926,0.1185
0.5520,0.2760,99.3600,0.3483,-0.2351,1.1800,123.0187,3.0187,123.3917,0.1176
0.5540,0.2770,99.7200,0.3483,-0.2344,1.1801,123.0165,3.0165,123.3905,0.1164
0.5560,0.2780,100.0800,0.3483,-0.2336,1.1802,123.0142,3.0142,123.3892,0.1151
0.5580,0.2790,100.4400,0.3483,-0.2329,1.1803,123.0121,3.0121,123.3881,0.1140
0.5600,0.2800,100.8000,0.3483,-0.2321,1.1805,123.0103,3.0103,123.3873,0.1132
0.5620,0.2810,101.1600,0.3483,-0.2314,1.1806,123.0091,3.0091,123.3871,0.1130
0.5640,0.2820,101.5200,0.3483,-0.2306,1.1808,123.0074,3.0074,123.3863,0.1122
0.5660,0.2830,101.8800,0.3483,-0.2298,1.1809,123.0053,3.0053,123.3852,0.1111
0.5680,0.2840,102.2400,0.3483,-0.2291,1.1811,123.0033,3.0033,123.3841,0.1100
0.5700,0.2850,102.6000,0.3483,-0.2283,1.1812,123.0013,3.0013,123.3831,0.1090
0.5720,0.2860,102.9600,0.3483,-0.2276,1.1814,122.9998,2.9998,123.3824,0.1083
0.5740,0.2870,103.3200,0.3483,-0.2268,1.1816,122.9976,2.9976,123.3810,0.1069
0.5760,0.2880,103.6800,0.3483,-0.2261,1.1817,122.9949,2.9949,123.3792,0.1051
0.5780,0.2890,104.0400,0.3483,-0.2253,1.1819,122.9920,2.9920,123.3772,0.1031
0.5800,0.2900,104.4000,0.3483,-0.2246,1.1821,122.9891,2.9891,123.3752,0.1010
0.5820,0.2910,104.7600,0.3483,-0.2238,1.1823,122.9865,2.9865,123.3734,0.0993
0.5840,0.2920,105.1200,0.3483,-0.2231,1.1825,122.9843,2.9843,123.3720,0.0979
0.5860,0.2930,105.4800,0.3483,-0.2223,1.1827,122.9815,2.9815,123.3700,0.0959
0.5880,0.2940,105.8400,0.3483,-0.2216,1.1829,122.9783,2.9783,123.3676,0.0935
0.5900,0.2950,106.2000,0.3483,-0.2209,1.1831,122.9750,2.9750,123.3650,0.0909
0.5920,0.2960,106.5600,0.3483,-0.2201,1.1833,122.9718,2.9718,123.3625,0.0884
0.5940,0.2970,106.9200,0.3483,-0.2194,1.1835,122.9688,2.9688,123.3603,0.0862
0.5960,0.2980,107.2800,0.3483,-0.2186,1.1837,122.9664,2.9664,123.3586,0.0845
0.5980,0.2990,107.6400,0.3483,-0.2179,1.1839,122.9634,2.9634,123.3562,0.0821
0.6000,0.3000,108.0000,0.3484,-0.2172,1.1842,122.9600,2.9600,123.3535,0.0794
0.6020,0.3010,108.3600,0.3484,-0.2164,1.1844,122.9565,2.9565,123.3507,0.0766
0.6040,0.3020,108.7200,0.3484,-0.2157,1.1846,122.9531,2.9531,123.3480,0.0739
0.6060,0.3030,109.0800,0.3484,-0.2150,1.1849,122.9501,2.9501,123.3456,0.0715
0.6080,0.3040,109.4400,0.3484,-0.2142,1.1851,122.9477,2.9477,123.3438,0.0697
0.6100,0.3050,109.8000,0.3484,-0.2135,1.1854,122.9446,2.9446,123.3414,0.0673
0.6120,0.3060,110.1600,0.3484,-0.2128,1.1856,122.9413,2.9413,123.3386,0.0645
0.6140,0.3070,110.5200,0.3484,-0.2121,1.1859,122.9378,2.9378,123.3357,0.0616
0.6160,0.3080,110.8800,0.3484,-0.2113,1.1861,122.9346,2.9346,123.3330,0.0589
0.6180,0.3090,111.2400,0.3484,-0.2106,1.1864,122.9317,2.9317,123.3306,0.0565
0.6200,0.3100,111.6000,0.3484,-0.2099,1.1867,122.9294,2.9294,123.3289,0.0548
0.6220,0.3110,111.9600,0.3484,-0.2092,1.1870,122.9265,2.9265,123.3265,0.0524
0.6240,0.3120,112.3200,0.3484,-0.2085,1.1872,122.9233,2.9233,123.3238,0.0497
0.6260,0.3130,112.6800,0.3484,-0.2078,1.1875,122.9200,2.9200,123.3210,0.0469
0.6280,0.3140,113.0400,0.3484,-0.2070,1.1878,122.9170,2.9170,123.3184,0.0443
0.6300,0.3150,113.4000,0.3484,-0.2063,1.1881,122.9143,2.9143,123.3162,0.0421
0.6320,0.3160,113.7600,0.3484,-0.2056,1.1884,122.9109,2.9109,123.3133,0.0391
0.6340,0.3170,114.1200,0.3484,-0.2049,1.1887,122.9070,2.9070,123.3098,0.0357
0.6360,0.3180,114.4800,0.3484,-0.2042,1.1890,122.9029,2.9029,123.3061,0.0320
0.6380,0.3190,114.8400,0.3484,-0.2035,1.1894,122.8989,2.8989,123.3024,0.0283
0.6400,0.3200,115.2000,0.3484,-0.2028,1.1897,122.8951,2.8951,123.2991,0.0249
0.6420,0.3210,115.5600,0.3484,-0.2021,1.1900,122.8919,2.8919,123.2962,0.0221
0.6440,0.3220,115.9200,0.3484,-0.2014,1.1903,122.8880,2.8880,123.2926,0.0185
0.6460,0.3230,116.2800,0.3484,-0.2007,1.1907,122.8836,2.8836,123.2886,0.0145
0.6480,0.3240,116.6400,0.3484,-0.2000,1.1910,122.8792,2.8792,123.2844,0.0103
0.6500,0.3250,117.0000,0.3484,-0.1993,1.1913,122.8748,2.8748,123.2804,0.0063
0.6520,0.3260,117.3600,0.3484,-0.1986,1.1917,122.8709,2.8709,123.2767,0.0025
0.6540,0.3270,117.7200,0.3484,-0.1980,1.1920,122.8675,2.8675,123.2735,0.0006
0.6560,0.3280,118.0800,0.3484,-0.1973,1.1924,122.8634,2.8634,123.2697,0.0044
0.6580,0.3290,118.4400,0.3484,-0.1966,1.1927,122.8590,2.8590,123.2656,0.0085
0.6600,0.3300,118.8000,0.3484,-0.1959,1.1931,122.8546,2.8546,123.2613,0.0128
0.6620,0.3310,119.1600,0.3484,-0.1952,1.1935,122.8503,2.8503,123.2572,0.0169
0.6640,0.3320,119.5200,0.3484,-0.1946,1.1938,122.8464,2.8464,123.2535,0.0206
0.6660,0.3330,119.8800,0.3484,-0.1939,1.1942,122.8432,2.8432,123.2504,0.0237
0.6680,0.3340,120.2400,0.3484,-0.1932,1.1946,122.8393,2.8393,123.2467,0.0274
0.6700,0.3350,120.6000,0.3484,-0.1926,1.1950,122.8351,2.8351,123.2427,0.0314
0.6720,0.3360,120.9600,0.3484,-0.1919,1.1954,122.8309,2.8309,123.2386,0.0355
0.6740,0.3370,121.3200,0.3484,-0.1912,1.1958,122.8269,2.8269,123.2347,0.0395
0.6760,0.3380,121.6800,0.3484,-0.1906,1.1962,122.8233,2.8233,123.2312,0.0429
0.6780,0.3390,122.0400,0.3484,-0.1899,1.1966,122.8205,2.8205,123.2284,0.0457
0.6800,0.3400,122.4000,0.3484,-0.1892,1.1970,122.8170,2.8170,123.2250,0.0492
0.6820,0.3410,122.7600,0.3484,-0.1886,1.1974,122.8132,2.8132,123.2212,0.0529
0.6840,0.3420,123.1200,0.3484,-0.1879,1.1978,122.8094,2.8094,123.2174,0.0567
0.6860,0.3430,123.4800,0.3484,-0.1873,1.1982,122.8058,2.8058,123.2139,0.0602
0.6880,0.3440,123.8400,0.3484,-0.1866,1.1986,122.8028,2.8028,123.2108,0.0633
0.6900,0.3450,124.2000,0.3484,-0.1860,1.1990,122.8004,2.8004,123.2084,0.0657
0.6920,0.3460,124.5600,0.3484,-0.1854,1.1995,122.7975,2.7975,123.2054,0.0687
0.6940,0.3470,124.9200,0.3484,-0.1847,1.1999,122.7942,2.7942,123.2021,0.0720
0.6960,0.3480,125.2800,0.3484,-0.1841,1.2003,122.7910,2.7910,123.1987,0.0754
0.6980,0.3490,125.6400,0.3484,-0.1835,1.2008,122.7880,2.7880,123.1957,0.0784
0.7000,0.3500,126.0000,0.3484,-0.1828,1.2012,122.7855,2.7855,123.1931,0.0810
0.7020,0.3510,126.3600,0.3483,-0.1822,1.2017,122.7822,2.7822,123.1897,0.0844
0.7040,0.3520,126.7200,0.3483,-0.1816,1.2021,122.7785,2.7785,123.1858,0.0883
0.7060,0.3530,127.0800,0.3483,-0.1810,1.2026,122.7745,2.7745,123.1817,0.0924
0.7080,0.3540,127.4400,0.3483,-0.1803,1.2030,122.7707,2.7707,123.1777,0.0964
0.7100,0.3550,127.8000,0.3483,-0.1797,1.2035,122.7673,2.7673,123.1741,0.1000
0.7120,0.3560,128.1600,0.3483,-0.1791,1.2040,122.7645,2.7645,123.1711,0.1030
0.7140,0.3570,128.5200,0.3483,-0.1785,1.2044,122.7610,2.7610,123.1673,0.1068
0.7160,0.3580,128.8800,0.3483,-0.1779,1.2049,122.7571,2.7571,123.1632,0.1109
0.7180,0.3590,129.2400,0.3483,-0.1773,1.2054,122.7531,2.7531,123.1589,0.1152
0.7200,0.3600,129.6000,0.3483,-0.1767,1.2059,122.7493,2.7493,123.1549,0.1192
0.7220,0.3610,129.9600,0.3483,-0.1761,1.2064,122.7459,2.7459,123.1512,0.1229
0.7240,0.3620,130.3200,0.3483,-0.1755,1.2069,122.7433,2.7433,123.1483,0.1258
0.7260,0.3630,130.6800,0.3483,-0.1749,1.2074,122.7400,2.7400,123.1447,0.1294
0.7280,0.3640,131.0400,0.3483,-0.1743,1.2079,122.7364,2.7364,123.1407,0.1334
0.7300,0.3650,131.4000,0.3483,-0.1737,1.2084,122.7327,2.7327,123.1367,0.1374
0.7320,0.3660,131.7600,0.3483,-0.1731,1.2089,122.7293,2.7293,123.1329,0.1412
0.7340,0.3670,132.1200,0.3483,-0.1726,1.2094,122.7264,2.7264,123.1296,0.1445
0.7360,0.3680,132.4800,0.3483,-0.1720,1.2099,122.7243,2.7243,123.1271,0.1470
0.7380,0.3690,132.8400,0.3483,-0.1714,1.2104,122.7215,2.7215,123.1239,0.1502
0.7400,0.3700,133.2000,0.3483,-0.1708,1.2109,122.7184,2.7184,123.1204,0.1537
0.7420,0.3710,133.5600,0.3483,-0.1703,1.2115,122.7153,2.7153,123.1169,0.1572
0.7440,0.3720,133.9200,0.3483,-0.1697,1.2120,122.7125,2.7125,123.1136,0.1605
0.7460,0.3730,134.2800,0.3483,-0.1692,1.2125,122.7103,2.7103,123.1109,0.1632
0.7480,0.3740,134.6400,0.3483,-0.1686,1.2130,122.7089,2.7089,123.1090,0.1651
0.7500,0.3750,135.0000,0.3483,-0.1680,1.2136,122.7068,2.7068,123.1064,0.1677
0.7520,0.3760,135.3600,0.3483,-0.1675,1.2141,122.7045,2.7045,123.1036,0.1705
0.7540,0.3770,135.7200,0.3483,-0.1670,1.2147,122.7022,2.7022,123.1007,0.1734
0.7560,0.3780,136.0800,0.3483,-0.1664,1.2152,122.7002,2.7002,123.0982,0.1759
0.7580,0.3790,136.4400,0.3483,-0.1659,1.2158,122.6988,2.6988,123.0962,0.1779
0.7600,0.3800,136.8000,0.3483,-0.1653,1.2163,122.6966,2.6966,123.0934,0.1807
0.7620,0.3810,137.1600,0.3483,-0.1648,1.2169,122.6939,2.6939,123.0901,0.1840
0.7640,0.3820,137.5200,0.3483,-0.1643,1.2174,122.6910,2.6910,123.0866,0.1875
0.7660,0.3830,137.8800,0.3483,-0.1637,1.2180,122.6883,2.6883,123.0833,0.1908
0.7680,0.3840,138.2400,0.3483,-0.1632,1.2186,122.6861,2.6861,123.0804,0.1937
0.7700,0.3850,138.6000,0.3483,-0.1627,1.2191,122.6845,2.6845,123.0782,0.1959
0.7720,0.3860,138.9600,0.3483,-0.1622,1.2197,122.6823,2.6823,123.0752,0.1989
0.7740,0.3870,139.3200,0.3483,-0.1617,1.2203,122.6796,2.6796,123.0719,0.2022
0.7760,0.3880,139.6800,0.3483,-0.1612,1.2209,122.6770,2.6770,123.0685,0.2056
0.7780,0.3890,140.0400,0.3483,-0.1607,1.2215,122.6745,2.6745,123.0653,0.2088
0.7800,0.3900,140.4000,0.3483,-0.1602,1.2221,122.6726,2.6726,123.0626,0.2115
0.7820,0.3910,140.7600,0.3483,-0.1597,1.2226,122.6715,2.6715,123.0607,0.2134
0.7840,0.3920,141.1200,0.3483,-0.1592,1.2232,122.6697,2.6697,123.0582,0.2159
0.7860,0.3930,141.4800,0.3483,-0.1587,1.2238,122.6676,2.6676,123.0553,0.2188
0.7880,0.3940,141.8400,0.3483,-0.1582,1.2244,122.6655,2.6655,123.0524,0.2217
0.7900,0.3950,142.2000,0.3483,-0.1577,1.2250,122.6637,2.6637,123.0497,0.2244
0.7920,0.3960,142.5600,0.3483,-0.1572,1.2256,122.6625,2.6625,123.0477,0.2264
0.7940,0.3970,142.9200,0.3483,-0.1567,1.2263,122.6621,2.6621,123.0465,0.2276
0.7960,0.3980,143.2800,0.3483,-0.1563,1.2269,122.6611,2.6611,123.0446,0.2295
0.7980,0.3990,143.6400,0.3482,-0.1558,1.2275,122.6598,2.6598,123.0424,0.2317
0.8000,0.4000,144.0000,0.3482,-0.1553,1.2281,122.6586,2.6586,123.0403,0.2338
0.8020,0.4010,144.3600,0.3482,-0.1549,1.2287,122.6577,2.6577,123.0385,0.2356
0.8040,0.4020,144.7200,0.3482,-0.1544,1.2293,122.6574,2.6574,123.0372,0.2369
0.8060,0.4030,145.0800,0.3482,-0.1540,1.2300,122.6580,2.6580,123.0369,0.2372
0.8080,0.4040,145.4400,0.3482,-0.1535,1.2306,122.6580,2.6580,123.0359,0.2382
0.8100,0.4050,145.8000,0.3482,-0.1531,1.2312,122.6577,2.6577,123.0347,0.2394
0.8120,0.4060,146.1600,0.3482,-0.1526,1.2319,122.6575,2.6575,123.0334,0.2407
0.8140,0.4070,146.5200,0.3482,-0.1522,1.2325,122.6576,2.6576,123.0326,0.2415
0.8160,0.4080,146.8800,0.3482,-0.1518,1.2331,122.6584,2.6584,123.0323,0.2418
0.8180,0.4090,147.2400,0.3482,-0.1513,1.2338,122.6584,2.6584,123.0312,0.2429
0.8200,0.4100,147.6000,0.3482,-0.1509,1.2344,122.6578,2.6578,123.0297,0.2444
0.8220,0.4110,147.9600,0.3482,-0.1505,1.2351,122.6572,2.6572,123.0280,0.2462
0.8240,0.4120,148.3200,0.3482,-0.1501,1.2357,122.6568,2.6568,123.0264,0.2477
0.8260,0.4130,148.6800,0.3482,-0.1497,1.2364,122.6568,2.6568,123.0254,0.2487
0.8280,0.4140,149.0400,0.3482,-0.1493,1.2370,122.6577,2.6577,123.0251,0.2490
0.8300,0.4150,149.4000,0.3482,-0.1488,1.2377,122.6578,2.6578,123.0241,0.2500
0.8320,0.4160,149.7600,0.3482,-0.1484,1.2384,122.6575,2.6575,123.0227,0.2515
0.8340,0.4170,150.1200,0.3482,-0.1480,1.2390,122.6572,2.6572,123.0212,0.2529
0.8360,0.4180,150.4800,0.3482,-0.1477,1.2397,122.6572,2.6572,123.0200,0.2541
0.8380,0.4190,150.8400,0.3482,-0.1473,1.2404,122.6577,2.6577,123.0194,0.2547
0.8400,0.4200,151.2000,0.3482,-0.1469,1.2410,122.6591,2.6591,123.0196,0.2545
0.8420,0.4210,151.5600,0.3482,-0.1465,1.2417,122.6599,2.6599,123.0191,0.2550
0.8440,0.4220,151.9200,0.3482,-0.1461,1.2424,122.6603,2.6603,123.0183,0.2558
0.8460,0.4230,152.2800,0.3482,-0.1458,1.2430,122.6607,2.6607,123.0175,0.2566
0.8480,0.4240,152.6400,0.3482,-0.1454,1.2437,122.6615,2.6615,123.0170,0.2571
0.8500,0.4250,153.0000,0.3481,-0.1450,1.2444,122.6630,2.6630,123.0172,0.2569
0.8520,0.4260,153.3600,0.3481,-0.1447,1.2451,122.6653,2.6653,123.0182,0.2559
0.8540,0.4270,153.7200,0.3481,-0.1443,1.2458,122.6670,2.6670,123.0186,0.2555
0.8560,0.4280,154.0800,0.3481,-0.1440,1.2465,122.6683,2.6683,123.0186,0.2555
0.8580,0.4290,154.4400,0.3481,-0.1436,1.2472,122.6698,2.6698,123.0187,0.2554
0.8600,0.4300,154.8000,0.3481,-0.1433,1.2479,122.6716,2.6716,123.0192,0.2549
0.8620,0.4310,155.1600,0.3481,-0.1429,1.2486,122.6741,2.6741,123.0203,0.2538
0.8640,0.4320,155.5200,0.3481,-0.1426,1.2492,122.6775,2.6775,123.0223,0.2518
0.8660,0.4330,155.8800,0.3481,-0.1423,1.2499,122.6802,2.6802,123.0237,0.2504
0.8680,0.4340,156.2400,0.3481,-0.1419,1.2506,122.6827,2.6827,123.0248,0.2493
0.8700,0.4350,156.6000,0.3481,-0.1416,1.2514,122.6853,2.6853,123.0260,0.2482
0.8720,0.4360,156.9600,0.3481,-0.1413,1.2521,122.6882,2.6882,123.0275,0.2466
0.8740,0.4370,157.3200,0.3481,-0.1410,1.2528,122.6919,2.6919,123.0296,0.2445
0.8760,0.4380,157.6800,0.3481,-0.1407,1.2535,122.6964,2.6964,123.0327,0.2414
0.8780,0.4390,158.0400,0.3481,-0.1404,1.2542,122.7003,2.7003,123.0352,0.2389
0.8800,0.4400,158.4000,0.3481,-0.1401,1.2549,122.7040,2.7040,123.0374,0.2367
0.8820,0.4410,158.7600,0.3481,-0.1398,1.2556,122.7077,2.7077,123.0396,0.2345
0.8840,0.4420,159.1200,0.3481,-0.1395,1.2563,122.7118,2.7118,123.0422,0.2319
0.8860,0.4430,159.4800,0.3480,-0.1392,1.2570,122.7166,2.7166,123.0455,0.2287
0.8880,0.4440,159.8400,0.3480,-0.1389,1.2578,122.7206,2.7206,123.0478,0.2263
0.8900,0.4450,160.2000,0.3480,-0.1386,1.2585,122.7240,2.7240,123.0497,0.2244
0.8920,0.4460,160.5600,0.3480,-0.1384,1.2592,122.7273,2.7273,123.0515,0.2226
0.8940,0.4470,160.9200,0.3480,-0.1381,1.2599,122.7308,2.7308,123.0534,0.2207
0.8960,0.4480,161.2800,0.3480,-0.1378,1.2607,122.7349,2.7349,123.0558,0.2183
0.8980,0.4490,161.6400,0.3480,-0.1376,1.2614,122.7397,2.7397,123.0590,0.2151
0.9000,0.4500,162.0000,0.3480,-0.1373,1.2621,122.7437,2.7437,123.0615,0.2126
0.9020,0.4510,162.3600,0.3480,-0.1371,1.2628,122.7474,2.7474,123.0635,0.2106
0.9040,0.4520,162.7200,0.3480,-0.1368,1.2636,122.7510,2.7510,123.0654,0.2087
0.9060,0.4530,163.0800,0.3480,-0.1366,1.2643,122.7548,2.7548,123.0677,0.2065
0.9080,0.4540,163.4400,0.3480,-0.1363,1.2651,122.7593,2.7593,123.0704,0.2037
0.9100,0.4550,163.8000,0.3480,-0.1361,1.2658,122.7646,2.7646,123.0741,0.2000
0.9120,0.4560,164.1600,0.3480,-0.1359,1.2665,122.7692,2.7692,123.0770,0.1971
0.9140,0.4570,164.5200,0.3480,-0.1357,1.2673,122.7735,2.7735,123.0795,0.1946
0.9160,0.4580,164.8800,0.3480,-0.1354,1.2680,122.7777,2.7777,123.0820,0.1921
0.9180,0.4590,165.2400,0.3480,-0.1352,1.2688,122.7823,2.7823,123.0849,0.1892
0.9200,0.4600,165.6000,0.3480,-0.1350,1.2695,122.7875,2.7875,123.0883,0.1858
0.9220,0.4610,165.9600,0.3479,-0.1348,1.2702,122.7936,2.7936,123.0926,0.1815
0.9240,0.4620,166.3200,0.3479,-0.1346,1.2710,122.7989,2.7989,123.0963,0.1778
0.9260,0.4630,166.6800,0.3479,-0.1344,1.2717,122.8040,2.8040,123.0995,0.1746
0.9280,0.4640,167.0400,0.3479,-0.1342,1.2725,122.8091,2.8091,123.1028,0.1713
0.9300,0.4650,167.4000,0.3479,-0.1340,1.2732,122.8145,2.8145,123.1064,0.1677
0.9320,0.4660,167.7600,0.3479,-0.1339,1.2740,122.8206,2.8206,123.1107,0.1634
0.9340,0.4670,168.1200,0.3479,-0.1337,1.2747,122.8275,2.8275,123.1158,0.1583
0.9360,0.4680,168.4800,0.3479,-0.1335,1.2755,122.8338,2.8338,123.1203,0.1538
0.9380,0.4690,168.8400,0.3479,-0.1333,1.2762,122.8398,2.8398,123.1244,0.1497
0.9400,0.4700,169.2000,0.3479,-0.1332,1.2770,122.8458,2.8458,123.1285,0.1456
0.9420,0.4710,169.5600,0.3479,-0.1330,1.2778,122.8521,2.8521,123.1330,0.1412
0.9440,0.4720,169.9200,0.3479,-0.1329,1.2785,122.8591,2.8591,123.1380,0.1361
0.9460,0.4730,170.2800,0.3479,-0.1327,1.2793,122.8651,2.8651,123.1422,0.1319
0.9480,0.4740,170.6400,0.3479,-0.1326,1.2800,122.8707,2.8707,123.1458,0.1283
0.9500,0.4750,171.0000,0.3479,-0.1324,1.2808,122.8760,2.8760,123.1492,0.1249
0.9520,0.4760,171.3600,0.3478,-0.1323,1.2815,122.8815,2.8815,123.1528,0.1213
0.9540,0.4770,171.7200,0.3478,-0.1322,1.2823,122.8874,2.8874,123.1568,0.1173
0.9560,0.4780,172.0800,0.3478,-0.1320,1.2831,122.8942,2.8942,123.1615,0.1126
0.9580,0.4790,172.4400,0.3478,-0.1319,1.2838,122.9000,2.9000,123.1655,0.1087
0.9600,0.4800,172.8000,0.3478,-0.1318,1.2846,122.9055,2.9055,123.1689,0.1052
0.9620,0.4810,173.1600,0.3478,-0.1317,1.2854,122.9108,2.9108,123.1723,0.1018
0.9640,0.4820,173.5200,0.3478,-0.1316,1.2861,122.9164,2.9164,123.1758,0.0983
0.9660,0.4830,173.8800,0.3478,-0.1315,1.2869,122.9225,2.9225,123.1799,0.0942
0.9680,0.4840,174.2400,0.3478,-0.1314,1.2877,122.9294,2.9294,123.1848,0.0893
0.9700,0.4850,174.6000,0.3478,-0.1313,1.2884,122.9356,2.9356,123.1890,0.0851
0.9720,0.4860,174.9600,0.3478,-0.1312,1.2892,122.9413,2.9413,123.1927,0.0814
0.9740,0.4870,175.3200,0.3478,-0.1311,1.2900,122.9470,2.9470,123.1963,0.0778
0.9760,0.4880,175.6800,0.3478,-0.1311,1.2907,122.9530,2.9530,123.2002,0.0739
0.9780,0.4890,176.0400,0.3478,-0.1310,1.2915,122.9595,2.9595,123.2047,0.0694
0.9800,0.4900,176.4000,0.3478,-0.1309,1.2923,122.9669,2.9669,123.2100,0.0641
0.9820,0.4910,176.7600,0.3477,-0.1309,1.2930,122.9735,2.9735,123.2146,0.0596
0.9840,0.4920,177.1200,0.3477,-0.1308,1.2938,122.9798,2.9798,123.2187,0.0554
0.9860,0.4930,177.4800,0.3477,-0.1307,1.2946,122.9860,2.9860,123.2228,0.0513
0.9880,0.4940,177.8400,0.3477,-0.1307,1.2953,122.9925,2.9925,123.2272,0.0469
0.9900,0.4950,178.2000,0.3477,-0.1307,1.2961,122.9996,2.9996,123.2322,0.0419
0.9920,0.4960,178.5600,0.3477,-0.1306,1.2969,123.0076,3.0076,123.2380,0.0361
0.9940,0.4970,178.9200,0.3477,-0.1306,1.2977,123.0149,3.0149,123.2431,0.0310
0.9960,0.4980,179.2800,0.3477,-0.1306,1.2984,123.0217,3.0217,123.2478,0.0263
0.9980,0.4990,179.6400,0.3477,-0.1305,1.2992,123.0285,3.0285,123.2525,0.0217
1.0000,0.5000,180.0000,0.3477,-0.1305,1.3000,123.0356,3.0356,123.2574,0.0167
1.0020,0.5010,180.3600,0.3477,-0.1305,1.3007,123.0433,3.0433,123.2629,0.0112
1.0040,0.5020,180.7200,0.3477,-0.1305,1.3015,123.0501,3.0501,123.2674,0.0067
1.0060,0.5030,181.0800,0.3477,-0.1305,1.3023,123.0562,3.0562,123.2713,0.0028
1.0080,0.5040,181.4400,0.3477,-0.1305,1.3031,123.0620,3.0620,123.2750,0.0009
1.0100,0.5050,181.8000,0.3477,-0.1305,1.3038,123.0680,3.0680,123.2788,0.0047
1.0120,0.5060,182.1600,0.3476,-0.1305,1.3046,123.0744,3.0744,123.2829,0.0088
1.0140,0.5070,182.5200,0.3476,-0.1305,1.3054,123.0815,3.0815,123.2878,0.0137
1.0160,0.5080,182.8800,0.3476,-0.1305,1.3061,123.0877,3.0877,123.2918,0.0177
1.0180,0.5090,183.2400,0.3476,-0.1306,1.3069,123.0934,3.0934,123.2952,0.0211
1.0200,0.5100,183.6000,0.3476,-0.1306,1.3077,123.0989,3.0989,123.2985,0.0244
1.0220,0.5110,183.9600,0.3476,-0.1306,1.3085,123.1047,3.1047,123.3019,0.0278
1.0240,0.5120,184.3200,0.3476,-0.1307,1.3092,123.1108,3.1108,123.3058,0.0317
1.0260,0.5130,184.6800,0.3476,-0.1307,1.3100,123.1178,3.1178,123.3105,0.0364
1.0280,0.5140,185.0400,0.3476,-0.1307,1.3108,123.1240,3.1240,123.3144,0.0403
1.0300,0.5150,185.4000,0.3476,-0.1308,1.3115,123.1296,3.1296,123.3177,0.0436
1.0320,0.5160,185.7600,0.3476,-0.1309,1.3123,123.1351,3.1351,123.3209,0.0468
1.0340,0.5170,186.1200,0.3476,-0.1309,1.3131,123.1409,3.1409,123.3244,0.0503
1.0360,0.5180,186.4800,0.3476,-0.1310,1.3138,123.1472,3.1472,123.3284,0.0542
1.0380,0.5190,186.8400,0.3476,-0.1311,1.3146,123.1543,3.1543,123.3331,0.0590
1.0400,0.5200,187.2000,0.3476,-0.1311,1.3154,123.1606,3.1606,123.3371,0.0630
1.0420,0.5210,187.5600,0.3475,-0.1312,1.3161,123.1664,3.1664,123.3406,0.0665
1.0440,0.5220,187.9200,0.3475,-0.1313,1.3169,123.1722,3.1722,123.3440,0.0699
