# t,phase,ang_deg,x,y,z,dist_to_ideal_mm,radial_err_ideal_mm,dist_to_fit_mm,radial_err_fit_mm
0.5000,0.2500,90.0000,0.3467,0.2558,1.4248,123.2066,3.2066,122.9694,0.1868
0.5020,0.2510,90.3600,0.3467,0.2550,1.4248,123.2107,3.2107,122.9715,0.1847
0.5040,0.2520,90.7200,0.3467,0.2542,1.4248,123.2135,3.2135,122.9721,0.1841
0.5060,0.2530,91.0800,0.3467,0.2535,1.4248,123.2154,3.2154,122.9720,0.1843
0.5080,0.2540,91.4400,0.3467,0.2527,1.4248,123.2169,3.2169,122.9714,0.1848
0.5100,0.2550,91.8000,0.3467,0.2519,1.4248,123.2186,3.2186,122.9711,0.1852
0.5120,0.2560,92.1600,0.3467,0.2512,1.4248,123.2209,3.2209,122.9713,0.1849
0.5140,0.2570,92.5200,0.3467,0.2504,1.4248,123.2242,3.2242,122.9725,0.1837
0.5160,0.2580,92.8800,0.3467,0.2496,1.4248,123.2262,3.2262,122.9725,0.1837
0.5180,0.2590,93.2400,0.3467,0.2488,1.4247,123.2275,3.2275,122.9718,0.1845
0.5200,0.2600,93.6000,0.3467,0.2481,1.4247,123.2286,3.2286,122.9708,0.1854
0.5220,0.2610,93.9600,0.3467,0.2473,1.4247,123.2299,3.2299,122.9702,0.1861
0.5240,0.2620,94.3200,0.3467,0.2465,1.4246,123.2319,3.2319,122.9702,0.1860
0.5260,0.2630,94.6800,0.3467,0.2458,1.4246,123.2351,3.2351,122.9714,0.1848
0.5280,0.2640,95.0400,0.3467,0.2450,1.4245,123.2371,3.2371,122.9714,0.1848
0.5300,0.2650,95.4000,0.3467,0.2442,1.4245,123.2384,3.2384,122.9708,0.1855
0.5320,0.2660,95.7600,0.3467,0.2434,1.4244,123.2396,3.2396,122.9700,0.1862
0.5340,0.2670,96.1200,0.3467,0.2427,1.4244,123.2411,3.2411,122.9696,0.1866
0.5360,0.2680,96.4800,0.3467,0.2419,1.4243,123.2434,3.2434,122.9700,0.1862
0.5380,0.2690,96.8400,0.3467,0.2411,1.4242,123.2469,3.2469,122.9716,0.1847
0.5400,0.2700,97.2000,0.3467,0.2404,1.4241,123.2493,3.2493,122.9720,0.1842
0.5420,0.2710,97.5600,0.3467,0.2396,1.4241,123.2510,3.2510,122.9719,0.1844
0.5440,0.2720,97.9200,0.3467,0.2388,1.4240,123.2527,3.2527,122.9716,0.1846
0.5460,0.2730,98.2800,0.3467,0.2381,1.4239,123.2547,3.2547,122.9718,0.1844
0.5480,0.2740,98.6400,0.3467,0.2373,1.4238,123.2576,3.2576,122.9728,0.1834
0.5500,0.2750,99.0000,0.3467,0.2365,1.4237,123.2617,3.2617,122.9751,0.1812
0.5520,0.2760,99.3600,0.3467,0.2358,1.4236,123.2647,3.2647,122.9762,0.1800
0.5540,0.2770,99.7200,0.3467,0.2350,1.4235,123.2671,3.2671,122.9768,0.1795
0.5560,0.2780,100.0800,0.3467,0.2342,1.4234,123.2694,3.2694,122.9773,0.1790
0.5580,0.2790,100.4400,0.3467,0.2335,1.4232,123.2721,3.2721,122.9782,0.1780
0.5600,0.2800,100.8000,0.3467,0.2327,1.4231,123.2757,3.2757,122.9800,0.1763
0.5620,0.2810,101.1600,0.3467,0.2320,1.4230,123.2805,3.2805,122.9830,0.1732
0.5640,0.2820,101.5200,0.3467,0.2312,1.4228,123.2842,3.2842,122.9850,0.1713
0.5660,0.2830,101.8800,0.3467,0.2304,1.4227,123.2874,3.2874,122.9863,0.1699
0.5680,0.2840,102.2400,0.3467,0.2297,1.4226,123.2904,3.2904,122.9876,0.1686
0.5700,0.2850,102.6000,0.3467,0.2289,1.4224,123.2939,3.2939,122.9894,0.1668
0.5720,0.2860,102.9600,0.3466,0.2282,1.4223,123.2983,3.2983,122.9920,0.1642
0.5740,0.2870,103.3200,0.3466,0.2274,1.4221,123.3011,3.3011,122.9932,0.1630
0.5760,0.2880,103.6800,0.3466,0.2267,1.4219,123.3031,3.3031,122.9935,0.1628
0.5780,0.2890,104.0400,0.3466,0.2259,1.4218,123.3048,3.3048,122.9934,0.1628
0.5800,0.2900,104.4000,0.3466,0.2251,1.4216,123.3065,3.3065,122.9935,0.1627
0.5820,0.2910,104.7600,0.3466,0.2244,1.4214,123.3089,3.3089,122.9942,0.1620
0.5840,0.2920,105.1200,0.3466,0.2236,1.4212,123.3124,3.3124,122.9960,0.1602
0.5860,0.2930,105.4800,0.3466,0.2229,1.4210,123.3145,3.3145,122.9965,0.1597
0.5880,0.2940,105.8400,0.3466,0.2221,1.4209,123.3159,3.3159,122.9963,0.1599
0.5900,0.2950,106.2000,0.3466,0.2214,1.4207,123.3171,3.3171,122.9958,0.1604
0.5920,0.2960,106.5600,0.3466,0.2206,1.4205,123.3185,3.3185,122.9957,0.1605
0.5940,0.2970,106.9200,0.3466,0.2199,1.4202,123.3207,3.3207,122.9963,0.1599
0.5960,0.2980,107.2800,0.3466,0.2192,1.4200,123.3240,3.3240,122.9981,0.1582
0.5980,0.2990,107.6400,0.3466,0.2184,1.4198,123.3262,3.3262,122.9986,0.1576
0.6000,0.3000,108.0000,0.3466,0.2177,1.4196,123.3276,3.3276,122.9986,0.1577
0.6020,0.3010,108.3600,0.3466,0.2169,1.4194,123.3290,3.3290,122.9983,0.1579
0.6040,0.3020,108.7200,0.3466,0.2162,1.4191,123.3307,3.3307,122.9985,0.1577
0.6060,0.3030,109.0800,0.3466,0.2155,1.4189,123.3331,3.3331,122.9995,0.1567
0.6080,0.3040,109.4400,0.3466,0.2147,1.4187,123.3369,3.3369,123.0017,0.1545
0.6100,0.3050,109.8000,0.3466,0.2140,1.4184,123.3394,3.3394,123.0028,0.1534
0.6120,0.3060,110.1600,0.3466,0.2133,1.4182,123.3414,3.3414,123.0033,0.1529
0.6140,0.3070,110.5200,0.3466,0.2125,1.4179,123.3432,3.3432,123.0037,0.1525
0.6160,0.3080,110.8800,0.3466,0.2118,1.4177,123.3455,3.3455,123.0045,0.1517
0.6180,0.3090,111.2400,0.3466,0.2111,1.4174,123.3486,3.3486,123.0062,0.1501
0.6200,0.3100,111.6000,0.3466,0.2103,1.4171,123.3530,3.3530,123.0091,0.1471
0.6220,0.3110,111.9600,0.3466,0.2096,1.4169,123.3562,3.3562,123.0109,0.1453
0.6240,0.3120,112.3200,0.3466,0.2089,1.4166,123.3588,3.3588,123.0122,0.1440
0.6260,0.3130,112.6800,0.3466,0.2082,1.4163,123.3614,3.3614,123.0134,0.1428
0.6280,0.3140,113.0400,0.3466,0.2074,1.4160,123.3644,3.3644,123.0150,0.1412
0.6300,0.3150,113.4000,0.3466,0.2067,1.4157,123.3682,3.3682,123.0175,0.1387
0.6320,0.3160,113.7600,0.3466,0.2060,1.4154,123.3706,3.3706,123.0185,0.1377
0.6340,0.3170,114.1200,0.3466,0.2053,1.4151,123.3721,3.3721,123.0187,0.1375
0.6360,0.3180,114.4800,0.3466,0.2046,1.4148,123.3732,3.3732,123.0185,0.1377
0.6380,0.3190,114.8400,0.3466,0.2039,1.4145,123.3744,3.3744,123.0185,0.1378
0.6400,0.3200,115.2000,0.3466,0.2032,1.4142,123.3763,3.3763,123.0191,0.1372
0.6420,0.3210,115.5600,0.3466,0.2025,1.4139,123.3793,3.3793,123.0208,0.1355
0.6440,0.3220,115.9200,0.3466,0.2017,1.4136,123.3809,3.3809,123.0211,0.1351
0.6460,0.3230,116.2800,0.3466,0.2010,1.4133,123.3818,3.3818,123.0208,0.1354
0.6480,0.3240,116.6400,0.3466,0.2003,1.4129,123.3824,3.3824,123.0202,0.1360
0.6500,0.3250,117.0000,0.3466,0.1996,1.4126,123.3834,3.3834,123.0200,0.1362
0.6520,0.3260,117.3600,0.3466,0.1989,1.4123,123.3851,3.3851,123.0205,0.1357
0.6540,0.3270,117.7200,0.3466,0.1983,1.4119,123.3880,3.3880,123.0222,0.1340
0.6560,0.3280,118.0800,0.3467,0.1976,1.4116,123.3896,3.3896,123.0227,0.1335
0.6580,0.3290,118.4400,0.3467,0.1969,1.4112,123.3906,3.3906,123.0226,0.1337
0.6600,0.3300,118.8000,0.3467,0.1962,1.4109,123.3915,3.3915,123.0223,0.1339
0.6620,0.3310,119.1600,0.3467,0.1955,1.4105,123.3928,3.3928,123.0224,0.1338
0.6640,0.3320,119.5200,0.3467,0.1948,1.4101,123.3948,3.3948,123.0234,0.1328
0.6660,0.3330,119.8800,0.3467,0.1941,1.4098,123.3981,3.3981,123.0256,0.1306
0.6680,0.3340,120.2400,0.3467,0.1934,1.4094,123.4002,3.4002,123.0266,0.1296
0.6700,0.3350,120.6000,0.3467,0.1928,1.4090,123.4018,3.4018,123.0271,0.1291
0.6720,0.3360,120.9600,0.3467,0.1921,1.4086,123.4032,3.4032,123.0275,0.1287
0.6740,0.3370,121.3200,0.3467,0.1914,1.4082,123.4050,3.4050,123.0283,0.1279
0.6760,0.3380,121.6800,0.3467,0.1908,1.4078,123.4077,3.4077,123.0300,0.1262
0.6780,0.3390,122.0400,0.3467,0.1901,1.4075,123.4117,3.4117,123.0330,0.1233
0.6800,0.3400,122.4000,0.3467,0.1894,1.4071,123.4145,3.4145,123.0348,0.1214
0.6820,0.3410,122.7600,0.3467,0.1888,1.4066,123.4168,3.4168,123.0361,0.1201
0.6840,0.3420,123.1200,0.3467,0.1881,1.4062,123.4190,3.4190,123.0373,0.1189
0.6860,0.3430,123.4800,0.3467,0.1874,1.4058,123.4216,3.4216,123.0390,0.1172
0.6880,0.3440,123.8400,0.3467,0.1868,1.4054,123.4250,3.4250,123.0415,0.1147
0.6900,0.3450,124.2000,0.3467,0.1861,1.4050,123.4298,3.4298,123.0454,0.1109
0.6920,0.3460,124.5600,0.3467,0.1855,1.4046,123.4334,3.4334,123.0481,0.1081
0.6940,0.3470,124.9200,0.3467,0.1848,1.4041,123.4365,3.4365,123.0503,0.1059
0.6960,0.3480,125.2800,0.3467,0.1842,1.4037,123.4395,3.4395,123.0524,0.1038
0.6980,0.3490,125.6400,0.3467,0.1835,1.4033,123.4429,3.4429,123.0550,0.1012
0.7000,0.3500,126.0000,0.3467,0.1829,1.4028,123.4472,3.4472,123.0585,0.0978
0.7020,0.3510,126.3600,0.3467,0.1823,1.4024,123.4501,3.4501,123.0605,0.0957
0.7040,0.3520,126.7200,0.3467,0.1816,1.4019,123.4520,3.4520,123.0617,0.0946
0.7060,0.3530,127.0800,0.3467,0.1810,1.4015,123.4537,3.4537,123.0625,0.0937
0.7080,0.3540,127.4400,0.3467,0.1804,1.4010,123.4554,3.4554,123.0635,0.0927
0.7100,0.3550,127.8000,0.3467,0.1797,1.4006,123.4578,3.4578,123.0651,0.0911
0.7120,0.3560,128.1600,0.3467,0.1791,1.4001,123.4612,3.4612,123.0678,0.0884
0.7140,0.3570,128.5200,0.3467,0.1785,1.3996,123.4634,3.4634,123.0692,0.0870
0.7160,0.3580,128.8800,0.3467,0.1779,1.3992,123.4648,3.4648,123.0699,0.0863
0.7180,0.3590,129.2400,0.3467,0.1773,1.3987,123.4660,3.4660,123.0704,0.0858
0.7200,0.3600,129.6000,0.3467,0.1767,1.3982,123.4674,3.4674,123.0712,0.0851
0.7220,0.3610,129.9600,0.3467,0.1760,1.3977,123.4696,3.4696,123.0727,0.0836
0.7240,0.3620,130.3200,0.3467,0.1754,1.3972,123.4729,3.4729,123.0753,0.0809
0.7260,0.3630,130.6800,0.3467,0.1748,1.3967,123.4750,3.4750,123.0768,0.0794
0.7280,0.3640,131.0400,0.3467,0.1742,1.3963,123.4765,3.4765,123.0777,0.0786
0.7300,0.3650,131.4000,0.3467,0.1736,1.3958,123.4778,3.4778,123.0784,0.0778
0.7320,0.3660,131.7600,0.3467,0.1731,1.3953,123.4795,3.4795,123.0795,0.0767
0.7340,0.3670,132.1200,0.3467,0.1725,1.3947,123.4820,3.4820,123.0814,0.0748
0.7360,0.3680,132.4800,0.3467,0.1719,1.3942,123.4856,3.4856,123.0845,0.0718
0.7380,0.3690,132.8400,0.3467,0.1713,1.3937,123.4881,3.4881,123.0864,0.0698
0.7400,0.3700,133.2000,0.3467,0.1707,1.3932,123.4900,3.4900,123.0878,0.0684
0.7420,0.3710,133.5600,0.3467,0.1701,1.3927,123.4919,3.4919,123.0892,0.0671
0.7440,0.3720,133.9200,0.3467,0.1696,1.3922,123.4941,3.4941,123.0909,0.0654
0.7460,0.3730,134.2800,0.3467,0.1690,1.3916,123.4970,3.4970,123.0934,0.0628
0.7480,0.3740,134.6400,0.3467,0.1684,1.3911,123.5012,3.5012,123.0971,0.0591
0.7500,0.3750,135.0000,0.3467,0.1679,1.3906,123.5043,3.5043,123.0998,0.0564
0.7520,0.3760,135.3600,0.3467,0.1673,1.3900,123.5069,3.5069,123.1019,0.0543
0.7540,0.3770,135.7200,0.3467,0.1667,1.3895,123.5094,3.5094,123.1040,0.0523
0.7560,0.3780,136.0800,0.3467,0.1662,1.3889,123.5122,3.5122,123.1064,0.0498
0.7580,0.3790,136.4400,0.3467,0.1656,1.3884,123.5159,3.5159,123.1097,0.0465
0.7600,0.3800,136.8000,0.3467,0.1651,1.3878,123.5182,3.5182,123.1116,0.0446
0.7620,0.3810,137.1600,0.3467,0.1646,1.3873,123.5196,3.5196,123.1127,0.0435
0.7640,0.3820,137.5200,0.3468,0.1640,1.3867,123.5208,3.5208,123.1135,0.0427
0.7660,0.3830,137.8800,0.3468,0.1635,1.3861,123.5220,3.5220,123.1144,0.0418
0.7680,0.3840,138.2400,0.3468,0.1629,1.3856,123.5238,3.5238,123.1159,0.0403
0.7700,0.3850,138.6000,0.3468,0.1624,1.3850,123.5265,3.5265,123.1184,0.0378
0.7720,0.3860,138.9600,0.3468,0.1619,1.3844,123.5281,3.5281,123.1197,0.0365
0.7740,0.3870,139.3200,0.3468,0.1614,1.3839,123.5290,3.5290,123.1203,0.0359
0.7760,0.3880,139.6800,0.3468,0.1609,1.3833,123.5296,3.5296,123.1207,0.0355
0.7780,0.3890,140.0400,0.3468,0.1603,1.3827,123.5305,3.5305,123.1214,0.0348
0.7800,0.3900,140.4000,0.3468,0.1598,1.3821,123.5321,3.5321,123.1228,0.0335
0.7820,0.3910,140.7600,0.3468,0.1593,1.3815,123.5347,3.5347,123.1252,0.0311
0.7840,0.3920,141.1200,0.3468,0.1588,1.3809,123.5362,3.5362,123.1265,0.0297
0.7860,0.3930,141.4800,0.3468,0.1583,1.3803,123.5371,3.5371,123.1273,0.0290
0.7880,0.3940,141.8400,0.3468,0.1578,1.3797,123.5379,3.5379,123.1279,0.0283
0.7900,0.3950,142.2000,0.3468,0.1573,1.3791,123.5390,3.5390,123.1289,0.0274
0.7920,0.3960,142.5600,0.3468,0.1568,1.3785,123.5408,3.5408,123.1306,0.0257
0.7940,0.3970,142.9200,0.3468,0.1564,1.3779,123.5437,3.5437,123.1334,0.0229
0.7960,0.3980,143.2800,0.3468,0.1559,1.3773,123.5455,3.5455,123.1351,0.0211
0.7980,0.3990,143.6400,0.3468,0.1554,1.3767,123.5468,3.5468,123.1364,0.0198
0.8000,0.4000,144.0000,0.3468,0.1549,1.3760,123.5481,3.5481,123.1376,0.0186
0.8020,0.4010,144.3600,0.3468,0.1545,1.3754,123.5496,3.5496,123.1391,0.0171
0.8040,0.4020,144.7200,0.3468,0.1540,1.3748,123.5519,3.5519,123.1414,0.0148
0.8060,0.4030,145.0800,0.3468,0.1535,1.3742,123.5554,3.5554,123.1449,0.0114
0.8080,0.4040,145.4400,0.3468,0.1531,1.3735,123.5578,3.5578,123.1473,0.0089
0.8100,0.4050,145.8000,0.3468,0.1526,1.3729,123.5597,3.5597,123.1492,0.0070
0.8120,0.4060,146.1600,0.3468,0.1522,1.3723,123.5616,3.5616,123.1511,0.0051
0.8140,0.4070,146.5200,0.3468,0.1517,1.3716,123.5638,3.5638,123.1534,0.0028
0.8160,0.4080,146.8800,0.3468,0.1513,1.3710,123.5667,3.5667,123.1564,0.0002
0.8180,0.4090,147.2400,0.3468,0.1509,1.3704,123.5684,3.5684,123.1582,0.0020
0.8200,0.4100,147.6000,0.3468,0.1504,1.3697,123.5693,3.5693,123.1593,0.0030
0.8220,0.4110,147.9600,0.3468,0.1500,1.3691,123.5699,3.5699,123.1600,0.0038
0.8240,0.4120,148.3200,0.3468,0.1496,1.3684,123.5706,3.5706,123.1608,0.0046
0.8260,0.4130,148.6800,0.3468,0.1492,1.3677,123.5718,3.5718,123.1622,0.0060
0.8280,0.4140,149.0400,0.3468,0.1487,1.3671,123.5739,3.5739,123.1645,0.0083
0.8300,0.4150,149.4000,0.3468,0.1483,1.3664,123.5749,3.5749,123.1657,0.0095
0.8320,0.4160,149.7600,0.3468,0.1479,1.3658,123.5753,3.5753,123.1663,0.0101
0.8340,0.4170,150.1200,0.3469,0.1475,1.3651,123.5755,3.5755,123.1667,0.0105
0.8360,0.4180,150.4800,0.3469,0.1471,1.3644,123.5759,3.5759,123.1673,0.0111
0.8380,0.4190,150.8400,0.3469,0.1467,1.3637,123.5769,3.5769,123.1686,0.0124
0.8400,0.4200,151.2000,0.3469,0.1463,1.3631,123.5788,3.5788,123.1708,0.0146
0.8420,0.4210,151.5600,0.3469,0.1459,1.3624,123.5798,3.5798,123.1721,0.0159
0.8440,0.4220,151.9200,0.3469,0.1456,1.3617,123.5802,3.5802,123.1728,0.0166
0.8460,0.4230,152.2800,0.3469,0.1452,1.3610,123.5805,3.5805,123.1734,0.0172
0.8480,0.4240,152.6400,0.3469,0.1448,1.3604,123.5811,3.5811,123.1743,0.0181
0.8500,0.4250,153.0000,0.3469,0.1444,1.3597,123.5823,3.5823,123.1759,0.0197
0.8520,0.4260,153.3600,0.3469,0.1441,1.3590,123.5845,3.5845,123.1785,0.0223
0.8540,0.4270,153.7200,0.3469,0.1437,1.3583,123.5858,3.5858,123.1801,0.0239
0.8560,0.4280,154.0800,0.3469,0.1434,1.3576,123.5866,3.5866,123.1813,0.0251
0.8580,0.4290,154.4400,0.3469,0.1430,1.3569,123.5873,3.5873,123.1824,0.0262
0.8600,0.4300,154.8000,0.3469,0.1427,1.3562,123.5883,3.5883,123.1839,0.0277
0.8620,0.4310,155.1600,0.3469,0.1423,1.3555,123.5900,3.5900,123.1860,0.0298
0.8640,0.4320,155.5200,0.3469,0.1420,1.3548,123.5927,3.5927,123.1892,0.0330
0.8660,0.4330,155.8800,0.3469,0.1416,1.3541,123.5945,3.5945,123.1914,0.0352
0.8680,0.4340,156.2400,0.3469,0.1413,1.3534,123.5958,3.5958,123.1933,0.0370
0.8700,0.4350,156.6000,0.3469,0.1410,1.3527,123.5971,3.5971,123.1950,0.0388
0.8720,0.4360,156.9600,0.3469,0.1407,1.3520,123.5986,3.5986,123.1972,0.0409
0.8740,0.4370,157.3200,0.3469,0.1403,1.3513,123.6009,3.6009,123.2000,0.0437
0.8760,0.4380,157.6800,0.3469,0.1400,1.3505,123.6042,3.6042,123.2038,0.0476
0.8780,0.4390,158.0400,0.3469,0.1397,1.3498,123.6066,3.6066,123.2067,0.0505
0.8800,0.4400,158.4000,0.3469,0.1394,1.3491,123.6085,3.6085,123.2093,0.0530
0.8820,0.4410,158.7600,0.3469,0.1391,1.3484,123.6104,3.6104,123.2117,0.0555
0.8840,0.4420,159.1200,0.3469,0.1388,1.3477,123.6126,3.6126,123.2146,0.0583
0.8860,0.4430,159.4800,0.3469,0.1385,1.3470,123.6155,3.6155,123.2181,0.0618
0.8880,0.4440,159.8400,0.3469,0.1383,1.3462,123.6172,3.6172,123.2204,0.0642
0.8900,0.4450,160.2000,0.3469,0.1380,1.3455,123.6183,3.6183,123.2221,0.0659
0.8920,0.4460,160.5600,0.3469,0.1377,1.3448,123.6190,3.6190,123.2236,0.0673
0.8940,0.4470,160.9200,0.3469,0.1374,1.3440,123.6198,3.6198,123.2251,0.0689
0.8960,0.4480,161.2800,0.3469,0.1372,1.3433,123.6211,3.6211,123.2271,0.0709
0.8980,0.4490,161.6400,0.3469,0.1369,1.3426,123.6232,3.6232,123.2299,0.0736
0.9000,0.4500,162.0000,0.3469,0.1366,1.3418,123.6242,3.6242,123.2317,0.0754
0.9020,0.4510,162.3600,0.3470,0.1364,1.3411,123.6247,3.6247,123.2329,0.0767
0.9040,0.4520,162.7200,0.3470,0.1361,1.3404,123.6250,3.6250,123.2339,0.0777
0.9060,0.4530,163.0800,0.3470,0.1359,1.3396,123.6255,3.6255,123.2352,0.0790
0.9080,0.4540,163.4400,0.3470,0.1357,1.3389,123.6264,3.6264,123.2370,0.0807
0.9100,0.4550,163.8000,0.3470,0.1354,1.3381,123.6283,3.6283,123.2396,0.0834
0.9120,0.4560,164.1600,0.3470,0.1352,1.3374,123.6292,3.6292,123.2414,0.0851
0.9140,0.4570,164.5200,0.3470,0.1350,1.3366,123.6296,3.6296,123.2426,0.0864
0.9160,0.4580,164.8800,0.3470,0.1348,1.3359,123.6299,3.6299,123.2437,0.0875
0.9180,0.4590,165.2400,0.3470,0.1345,1.3351,123.6304,3.6304,123.2451,0.0889
0.9200,0.4600,165.6000,0.3470,0.1343,1.3344,123.6314,3.6314,123.2470,0.0908
0.9220,0.4610,165.9600,0.3470,0.1341,1.3336,123.6334,3.6334,123.2499,0.0937
0.9240,0.4620,166.3200,0.3470,0.1339,1.3329,123.6344,3.6344,123.2519,0.0957
0.9260,0.4630,166.6800,0.3470,0.1337,1.3321,123.6350,3.6350,123.2534,0.0972
0.9280,0.4640,167.0400,0.3470,0.1335,1.3314,123.6355,3.6355,123.2549,0.0986
0.9300,0.4650,167.4000,0.3470,0.1334,1.3306,123.6363,3.6363,123.2566,0.1003
0.9320,0.4660,167.7600,0.3470,0.1332,1.3299,123.6376,3.6376,123.2589,0.1027
0.9340,0.4670,168.1200,0.3470,0.1330,1.3291,123.6399,3.6399,123.2621,0.1059
0.9360,0.4680,168.4800,0.3470,0.1328,1.3283,123.6413,3.6413,123.2645,0.1083
0.9380,0.4690,168.8400,0.3470,0.1327,1.3276,123.6422,3.6422,123.2665,0.1102
0.9400,0.4700,169.2000,0.3470,0.1325,1.3268,123.6431,3.6431,123.2684,0.1121
0.9420,0.4710,169.5600,0.3470,0.1323,1.3261,123.6442,3.6442,123.2705,0.1143
0.9440,0.4720,169.9200,0.3470,0.1322,1.3253,123.6459,3.6459,123.2733,0.1171
0.9460,0.4730,170.2800,0.3470,0.1320,1.3245,123.6465,3.6465,123.2750,0.1188
0.9480,0.4740,170.6400,0.3470,0.1319,1.3238,123.6465,3.6465,123.2761,0.1199
0.9500,0.4750,171.0000,0.3470,0.1318,1.3230,123.6462,3.6462,123.2769,0.1206
0.9520,0.4760,171.3600,0.3470,0.1316,1.3222,123.6459,3.6459,123.2777,0.1215
0.9540,0.4770,171.7200,0.3470,0.1315,1.3215,123.6460,3.6460,123.2789,0.1227
0.9560,0.4780,172.0800,0.3470,0.1314,1.3207,123.6468,3.6468,123.2809,0.1247
0.9580,0.4790,172.4400,0.3470,0.1313,1.3199,123.6467,3.6467,123.2819,0.1257
0.9600,0.4800,172.8000,0.3470,0.1311,1.3191,123.6460,3.6460,123.2824,0.1262
0.9620,0.4810,173.1600,0.3470,0.1310,1.3184,123.6450,3.6450,123.2827,0.1264
0.9640,0.4820,173.5200,0.3470,0.1309,1.3176,123.6443,3.6443,123.2831,0.1269
0.9660,0.4830,173.8800,0.3470,0.1308,1.3168,123.6440,3.6440,123.2840,0.1278
0.9680,0.4840,174.2400,0.3470,0.1307,1.3161,123.6444,3.6444,123.2857,0.1295
0.9700,0.4850,174.6000,0.3470,0.1307,1.3153,123.6440,3.6440,123.2866,0.1303
0.9720,0.4860,174.9600,0.3470,0.1306,1.3145,123.6431,3.6431,123.2869,0.1307
0.9740,0.4870,175.3200,0.3471,0.1305,1.3137,123.6421,3.6421,123.2871,0.1309
0.9760,0.4880,175.6800,0.3471,0.1304,1.3130,123.6412,3.6412,123.2875,0.1313
0.9780,0.4890,176.0400,0.3471,0.1303,1.3122,123.6408,3.6408,123.2885,0.1323
0.9800,0.4900,176.4000,0.3471,0.1303,1.3114,123.6413,3.6413,123.2902,0.1340
0.9820,0.4910,176.7600,0.3471,0.1302,1.3106,123.6409,3.6409,123.2912,0.1349
0.9840,0.4920,177.1200,0.3471,0.1302,1.3099,123.6400,3.6400,123.2916,0.1354
0.9860,0.4930,177.4800,0.3471,0.1301,1.3091,123.6390,3.6390,123.2920,0.1358
0.9880,0.4940,177.8400,0.3471,0.1301,1.3083,123.6383,3.6383,123.2926,0.1364
0.9900,0.4950,178.2000,0.3471,0.1300,1.3075,123.6380,3.6380,123.2938,0.1376
0.9920,0.4960,178.5600,0.3471,0.1300,1.3067,123.6386,3.6386,123.2958,0.1396
0.9940,0.4970,178.9200,0.3471,0.1300,1.3060,123.6384,3.6384,123.2970,0.1408
0.9960,0.4980,179.2800,0.3471,0.1300,1.3052,123.6378,3.6378,123.2978,0.1415
0.9980,0.4990,179.6400,0.3471,0.1299,1.3044,123.6371,3.6371,123.2985,0.1422
1.0000,0.5000,180.0000,0.3471,0.1299,1.3036,123.6365,3.6365,123.2994,0.1432
1.0020,0.5010,180.3600,0.3471,0.1299,1.3028,123.6366,3.6366,123.3009,0.1447
1.0040,0.5020,180.7200,0.3471,0.1299,1.3021,123.6356,3.6356,123.3014,0.1451
1.0060,0.5030,181.0800,0.3471,0.1299,1.3013,123.6339,3.6339,123.3012,0.1450
1.0080,0.5040,181.4400,0.3471,0.1299,1.3005,123.6320,3.6320,123.3008,0.1445
1.0100,0.5050,181.8000,0.3471,0.1299,1.2997,123.6301,3.6301,123.3004,0.1441
1.0120,0.5060,182.1600,0.3471,0.1299,1.2990,123.6285,3.6285,123.3003,0.1441
1.0140,0.5070,182.5200,0.3471,0.1300,1.2982,123.6276,3.6276,123.3009,0.1447
1.0160,0.5080,182.8800,0.3471,0.1300,1.2974,123.6257,3.6257,123.3007,0.1444
1.0180,0.5090,183.2400,0.3471,0.1300,1.2966,123.6233,3.6233,123.2998,0.1436
1.0200,0.5100,183.6000,0.3471,0.1301,1.2958,123.6207,3.6207,123.2988,0.1426
1.0220,0.5110,183.9600,0.3471,0.1301,1.2951,123.6183,3.6183,123.2979,0.1417
1.0240,0.5120,184.3200,0.3471,0.1301,1.2943,123.6162,3.6162,123.2975,0.1413
1.0260,0.5130,184.6800,0.3471,0.1302,1.2935,123.6149,3.6149,123.2978,0.1415
1.0280,0.5140,185.0400,0.3471,0.1302,1.2927,123.6127,3.6127,123.2972,0.1410
1.0300,0.5150,185.4000,0.3471,0.1303,1.2920,123.6100,3.6100,123.2962,0.1399
1.0320,0.5160,185.7600,0.3471,0.1304,1.2912,123.6072,3.6072,123.2950,0.1388
1.0340,0.5170,186.1200,0.3471,0.1304,1.2904,123.6045,3.6045,123.2940,0.1378
1.0360,0.5180,186.4800,0.3471,0.1305,1.2896,123.6024,3.6024,123.2935,0.1373
1.0380,0.5190,186.8400,0.3471,0.1306,1.2889,123.6009,3.6009,123.2938,0.1375
1.0400,0.5200,187.2000,0.3471,0.1307,1.2881,123.5987,3.5987,123.2932,0.1370
1.0420,0.5210,187.5600,0.3472,0.1308,1.2873,123.5960,3.5960,123.2923,0.1361
1.0440,0.5220,187.9200,0.3472,0.1309,1.2865,123.5932,3.5932,123.2912,0.1350
1.0460,0.5230,188.2800,0.3472,0.1310,1.2858,123.5906,3.5906,123.2904,0.1341
1.0480,0.5240,188.6400,0.3472,0.1311,1.2850,123.5886,3.5886,123.2900,0.1338
1.0500,0.5250,189.0000,0.3472,0.1312,1.2842,123.5872,3.5872,123.2905,0.1342
1.0520,0.5260,189.3600,0.3472,0.1313,1.2834,123.5852,3.5852,123.2901,0.1339
1.0540,0.5270,189.7200,0.3472,0.1314,1.2827,123.5826,3.5826,123.2894,0.1332
