# t,phase,ang_deg,x,y,z,dist_to_ideal_mm,radial_err_ideal_mm,dist_to_fit_mm,radial_err_fit_mm
1.7280,0.8640,311.0400,0.3483,0.3330,1.2077,122.9746,2.9746,123.3609,0.2046
1.7300,0.8650,311.4000,0.3483,0.3335,1.2082,122.9705,2.9705,123.3574,0.2012
1.7320,0.8660,311.7600,0.3483,0.3341,1.2087,122.9666,2.9666,123.3540,0.1978
1.7340,0.8670,312.1200,0.3483,0.3347,1.2092,122.9629,2.9629,123.3510,0.1948
1.7360,0.8680,312.4800,0.3483,0.3353,1.2098,122.9599,2.9599,123.3485,0.1923
1.7380,0.8690,312.8400,0.3483,0.3358,1.2103,122.9562,2.9562,123.3454,0.1892
1.7400,0.8700,313.2000,0.3483,0.3364,1.2108,122.9522,2.9522,123.3419,0.1857
1.7420,0.8710,313.5600,0.3483,0.3370,1.2113,122.9481,2.9481,123.3383,0.1821
1.7440,0.8720,313.9200,0.3483,0.3375,1.2118,122.9441,2.9441,123.3349,0.1787
1.7460,0.8730,314.2800,0.3483,0.3381,1.2124,122.9406,2.9406,123.3318,0.1756
1.7480,0.8740,314.6400,0.3483,0.3386,1.2129,122.9376,2.9376,123.3293,0.1731
1.7500,0.8750,315.0000,0.3483,0.3392,1.2134,122.9340,2.9340,123.3262,0.1699
1.7520,0.8760,315.3600,0.3483,0.3397,1.2140,122.9301,2.9301,123.3227,0.1665
1.7540,0.8770,315.7200,0.3483,0.3403,1.2145,122.9261,2.9261,123.3192,0.1630
1.7560,0.8780,316.0800,0.3483,0.3408,1.2151,122.9223,2.9223,123.3158,0.1596
1.7580,0.8790,316.4400,0.3483,0.3414,1.2156,122.9189,2.9189,123.3128,0.1566
1.7600,0.8800,316.8000,0.3483,0.3419,1.2162,122.9147,2.9147,123.3090,0.1528
1.7620,0.8810,317.1600,0.3483,0.3424,1.2167,122.9101,2.9101,123.3047,0.1485
1.7640,0.8820,317.5200,0.3483,0.3429,1.2173,122.9053,2.9053,123.3003,0.1440
1.7660,0.8830,317.8800,0.3483,0.3435,1.2179,122.9004,2.9004,123.2958,0.1396
1.7680,0.8840,318.2400,0.3483,0.3440,1.2184,122.8959,2.8959,123.2916,0.1353
1.7700,0.8850,318.6000,0.3483,0.3445,1.2190,122.8919,2.8919,123.2878,0.1316
1.7720,0.8860,318.9600,0.3484,0.3450,1.2196,122.8871,2.8871,123.2834,0.1272
1.7740,0.8870,319.3200,0.3484,0.3455,1.2201,122.8820,2.8820,123.2785,0.1223
1.7760,0.8880,319.6800,0.3484,0.3460,1.2207,122.8767,2.8767,123.2735,0.1173
1.7780,0.8890,320.0400,0.3484,0.3465,1.2213,122.8715,2.8715,123.2686,0.1124
1.7800,0.8900,320.4000,0.3484,0.3470,1.2219,122.8667,2.8667,123.2640,0.1078
1.7820,0.8910,320.7600,0.3484,0.3475,1.2225,122.8625,2.8625,123.2600,0.1038
1.7840,0.8920,321.1200,0.3484,0.3480,1.2231,122.8576,2.8576,123.2553,0.0991
1.7860,0.8930,321.4800,0.3484,0.3485,1.2237,122.8523,2.8523,123.2502,0.0940
1.7880,0.8940,321.8400,0.3484,0.3490,1.2243,122.8470,2.8470,123.2451,0.0888
1.7900,0.8950,322.2000,0.3484,0.3495,1.2249,122.8418,2.8418,123.2400,0.0838
1.7920,0.8960,322.5600,0.3484,0.3499,1.2255,122.8371,2.8371,123.2354,0.0792
1.7940,0.8970,322.9200,0.3484,0.3504,1.2261,122.8329,2.8329,123.2314,0.0751
1.7960,0.8980,323.2800,0.3484,0.3509,1.2267,122.8281,2.8281,123.2267,0.0705
1.7980,0.8990,323.6400,0.3484,0.3513,1.2273,122.8230,2.8230,123.2217,0.0655
1.8000,0.9000,324.0000,0.3484,0.3518,1.2279,122.8179,2.8179,123.2166,0.0604
1.8020,0.9010,324.3600,0.3484,0.3522,1.2286,122.8129,2.8129,123.2117,0.0555
1.8040,0.9020,324.7200,0.3484,0.3527,1.2292,122.8084,2.8084,123.2073,0.0510
1.8060,0.9030,325.0800,0.3484,0.3531,1.2298,122.8046,2.8046,123.2035,0.0472
1.8080,0.9040,325.4400,0.3484,0.3536,1.2304,122.8001,2.8001,123.1990,0.0428
1.8100,0.9050,325.8000,0.3484,0.3540,1.2311,122.7954,2.7954,123.1943,0.0380
1.8120,0.9060,326.1600,0.3484,0.3545,1.2317,122.7906,2.7906,123.1894,0.0332
1.8140,0.9070,326.5200,0.3484,0.3549,1.2323,122.7860,2.7860,123.1848,0.0286
1.8160,0.9080,326.8800,0.3484,0.3553,1.2330,122.7819,2.7819,123.1807,0.0245
1.8180,0.9090,327.2400,0.3484,0.3558,1.2336,122.7770,2.7770,123.1757,0.0195
1.8200,0.9100,327.6000,0.3483,0.3562,1.2343,122.7717,2.7717,123.1703,0.0141
1.8220,0.9110,327.9600,0.3483,0.3566,1.2349,122.7661,2.7661,123.1647,0.0084
1.8240,0.9120,328.3200,0.3483,0.3570,1.2356,122.7607,2.7607,123.1591,0.0029
1.8260,0.9130,328.6800,0.3483,0.3574,1.2362,122.7555,2.7555,123.1538,0.0024
1.8280,0.9140,329.0400,0.3483,0.3578,1.2369,122.7510,2.7510,123.1492,0.0071
1.8300,0.9150,329.4000,0.3483,0.3582,1.2375,122.7458,2.7458,123.1438,0.0125
1.8320,0.9160,329.7600,0.3483,0.3586,1.2382,122.7401,2.7401,123.1380,0.0183
1.8340,0.9170,330.1200,0.3483,0.3590,1.2388,122.7344,2.7344,123.1320,0.0242
1.8360,0.9180,330.4800,0.3483,0.3594,1.2395,122.7288,2.7288,123.1262,0.0300
1.8380,0.9190,330.8400,0.3483,0.3598,1.2402,122.7237,2.7237,123.1209,0.0353
1.8400,0.9200,331.2000,0.3483,0.3602,1.2409,122.7192,2.7192,123.1161,0.0401
1.8420,0.9210,331.5600,0.3483,0.3605,1.2415,122.7140,2.7140,123.1107,0.0455
1.8440,0.9220,331.9200,0.3483,0.3609,1.2422,122.7086,2.7086,123.1050,0.0512
1.8460,0.9230,332.2800,0.3483,0.3613,1.2429,122.7030,2.7030,123.0992,0.0571
1.8480,0.9240,332.6400,0.3483,0.3616,1.2436,122.6977,2.6977,123.0936,0.0627
1.8500,0.9250,333.0000,0.3483,0.3620,1.2442,122.6929,2.6929,123.0884,0.0678
1.8520,0.9260,333.3600,0.3483,0.3623,1.2449,122.6887,2.6887,123.0839,0.0723
1.8540,0.9270,333.7200,0.3483,0.3627,1.2456,122.6840,2.6840,123.0789,0.0774
1.8560,0.9280,334.0800,0.3483,0.3630,1.2463,122.6789,2.6789,123.0734,0.0828
1.8580,0.9290,334.4400,0.3483,0.3634,1.2470,122.6739,2.6739,123.0680,0.0882
1.8600,0.9300,334.8000,0.3483,0.3637,1.2477,122.6691,2.6691,123.0628,0.0934
1.8620,0.9310,335.1600,0.3483,0.3640,1.2484,122.6648,2.6648,123.0581,0.0982
1.8640,0.9320,335.5200,0.3483,0.3644,1.2491,122.6612,2.6612,123.0541,0.1021
1.8660,0.9330,335.8800,0.3483,0.3647,1.2498,122.6571,2.6571,123.0495,0.1067
1.8680,0.9340,336.2400,0.3483,0.3650,1.2505,122.6526,2.6526,123.0446,0.1116
1.8700,0.9350,336.6000,0.3483,0.3653,1.2512,122.6482,2.6482,123.0397,0.1165
1.8720,0.9360,336.9600,0.3483,0.3656,1.2519,122.6440,2.6440,123.0351,0.1212
1.8740,0.9370,337.3200,0.3483,0.3659,1.2526,122.6404,2.6404,123.0310,0.1253
1.8760,0.9380,337.6800,0.3483,0.3663,1.2533,122.6376,2.6376,123.0276,0.1286
1.8780,0.9390,338.0400,0.3483,0.3666,1.2540,122.6342,2.6342,123.0237,0.1326
1.8800,0.9400,338.4000,0.3483,0.3668,1.2547,122.6305,2.6305,123.0194,0.1368
1.8820,0.9410,338.7600,0.3483,0.3671,1.2554,122.6268,2.6268,123.0151,0.1411
1.8840,0.9420,339.1200,0.3483,0.3674,1.2562,122.6234,2.6234,123.0112,0.1451
1.8860,0.9430,339.4800,0.3483,0.3677,1.2569,122.6206,2.6206,123.0077,0.1485
1.8880,0.9440,339.8400,0.3483,0.3680,1.2576,122.6170,2.6170,123.0035,0.1527
1.8900,0.9450,340.2000,0.3483,0.3682,1.2583,122.6129,2.6129,122.9988,0.1575
1.8920,0.9460,340.5600,0.3483,0.3685,1.2590,122.6086,2.6086,122.9939,0.1623
1.8940,0.9470,340.9200,0.3483,0.3688,1.2598,122.6045,2.6045,122.9891,0.1671
1.8960,0.9480,341.2800,0.3483,0.3690,1.2605,122.6008,2.6008,122.9848,0.1715
1.8980,0.9490,341.6400,0.3483,0.3693,1.2612,122.5978,2.5978,122.9811,0.1752
1.9000,0.9500,342.0000,0.3483,0.3695,1.2620,122.5941,2.5941,122.9766,0.1796
1.9020,0.9510,342.3600,0.3483,0.3698,1.2627,122.5900,2.5900,122.9718,0.1844
1.9040,0.9520,342.7200,0.3483,0.3700,1.2634,122.5858,2.5858,122.9669,0.1893
1.9060,0.9530,343.0800,0.3483,0.3702,1.2642,122.5819,2.5819,122.9622,0.1940
1.9080,0.9540,343.4400,0.3483,0.3705,1.2649,122.5784,2.5784,122.9580,0.1982
1.9100,0.9550,343.8000,0.3483,0.3707,1.2656,122.5757,2.5757,122.9545,0.2017
1.9120,0.9560,344.1600,0.3483,0.3709,1.2664,122.5724,2.5724,122.9504,0.2058
1.9140,0.9570,344.5200,0.3483,0.3711,1.2671,122.5687,2.5687,122.9459,0.2103
1.9160,0.9580,344.8800,0.3483,0.3714,1.2679,122.5650,2.5650,122.9414,0.2148
1.9180,0.9590,345.2400,0.3483,0.3716,1.2686,122.5616,2.5616,122.9371,0.2191
1.9200,0.9600,345.6000,0.3483,0.3718,1.2693,122.5587,2.5587,122.9334,0.2228
1.9220,0.9610,345.9600,0.3483,0.3720,1.2701,122.5567,2.5567,122.9305,0.2257
1.9240,0.9620,346.3200,0.3483,0.3722,1.2708,122.5540,2.5540,122.9269,0.2293
1.9260,0.9630,346.6800,0.3483,0.3723,1.2716,122.5510,2.5510,122.9231,0.2332
1.9280,0.9640,347.0400,0.3483,0.3725,1.2723,122.5481,2.5481,122.9192,0.2371
1.9300,0.9650,347.4000,0.3483,0.3727,1.2731,122.5454,2.5454,122.9156,0.2406
1.9320,0.9660,347.7600,0.3483,0.3729,1.2738,122.5434,2.5434,122.9126,0.2436
1.9340,0.9670,348.1200,0.3483,0.3731,1.2746,122.5421,2.5421,122.9104,0.2458
1.9360,0.9680,348.4800,0.3482,0.3732,1.2753,122.5403,2.5403,122.9076,0.2486
1.9380,0.9690,348.8400,0.3482,0.3734,1.2761,122.5382,2.5382,122.9045,0.2517
1.9400,0.9700,349.2000,0.3482,0.3735,1.2769,122.5361,2.5361,122.9014,0.2548
1.9420,0.9710,349.5600,0.3482,0.3737,1.2776,122.5343,2.5343,122.8986,0.2576
1.9440,0.9720,349.9200,0.3482,0.3738,1.2784,122.5332,2.5332,122.8964,0.2598
1.9460,0.9730,350.2800,0.3482,0.3740,1.2791,122.5312,2.5312,122.8934,0.2628
1.9480,0.9740,350.6400,0.3482,0.3741,1.2799,122.5288,2.5288,122.8899,0.2663
1.9500,0.9750,351.0000,0.3482,0.3742,1.2806,122.5262,2.5262,122.8862,0.2700
1.9520,0.9760,351.3600,0.3482,0.3744,1.2814,122.5237,2.5237,122.8827,0.2735
1.9540,0.9770,351.7200,0.3482,0.3745,1.2822,122.5218,2.5218,122.8796,0.2766
1.9560,0.9780,352.0800,0.3482,0.3746,1.2829,122.5206,2.5206,122.8773,0.2789
1.9580,0.9790,352.4400,0.3482,0.3747,1.2837,122.5186,2.5186,122.8742,0.2820
1.9600,0.9800,352.8000,0.3482,0.3748,1.2845,122.5163,2.5163,122.8707,0.2855
1.9620,0.9810,353.1600,0.3482,0.3749,1.2852,122.5139,2.5139,122.8672,0.2891
1.9640,0.9820,353.5200,0.3482,0.3750,1.2860,122.5118,2.5118,122.8639,0.2924
1.9660,0.9830,353.8800,0.3482,0.3751,1.2868,122.5102,2.5102,122.8611,0.2951
1.9680,0.9840,354.2400,0.3482,0.3752,1.2875,122.5094,2.5094,122.8591,0.2971
1.9700,0.9850,354.6000,0.3482,0.3753,1.2883,122.5080,2.5080,122.8565,0.2997
1.9720,0.9860,354.9600,0.3482,0.3754,1.2891,122.5062,2.5062,122.8535,0.3027
1.9740,0.9870,355.3200,0.3482,0.3755,1.2898,122.5045,2.5045,122.8505,0.3058
1.9760,0.9880,355.6800,0.3482,0.3755,1.2906,122.5030,2.5030,122.8478,0.3085
1.9780,0.9890,356.0400,0.3482,0.3756,1.2914,122.5022,2.5022,122.8456,0.3106
1.9800,0.9900,356.4000,0.3482,0.3757,1.2921,122.5022,2.5022,122.8444,0.3118
1.9820,0.9910,356.7600,0.3482,0.3757,1.2929,122.5016,2.5016,122.8425,0.3138
1.9840,0.9920,357.1200,0.3482,0.3758,1.2937,122.5007,2.5007,122.8402,0.3160
1.9860,0.9930,357.4800,0.3482,0.3758,1.2945,122.4998,2.4998,122.8380,0.3182
1.9880,0.9940,357.8400,0.3482,0.3759,1.2952,122.4992,2.4992,122.8361,0.3201
1.9900,0.9950,358.2000,0.3481,0.3759,1.2960,122.4993,2.4993,122.8348,0.3214
1.9920,0.9960,358.5600,0.3481,0.3759,1.2968,122.5003,2.5003,122.8345,0.3218
1.9940,0.9970,358.9200,0.3481,0.3760,1.2975,122.5007,2.5007,122.8334,0.3228
1.9960,0.9980,359.2800,0.3481,0.3760,1.2983,122.5008,2.5008,122.8321,0.3241
1.9980,0.9990,359.6400,0.3481,0.3760,1.2991,122.5009,2.5009,122.8308,0.3254
2.0000,0.0000,0.0000,0.3481,0.3760,1.2999,122.5014,2.5014,122.8298,0.3264
2.0020,0.0010,0.3600,0.3481,0.3760,1.3006,122.5025,2.5025,122.8295,0.3267
2.0040,0.0020,0.7200,0.3481,0.3760,1.3014,122.5028,2.5028,122.8284,0.3279
2.0060,0.0030,1.0800,0.3481,0.3760,1.3022,122.5026,2.5026,122.8267,0.3295
2.0080,0.0040,1.4400,0.3481,0.3760,1.3029,122.5022,2.5022,122.8249,0.3314
2.0100,0.0050,1.8000,0.3481,0.3760,1.3037,122.5021,2.5021,122.8232,0.3330
2.0120,0.0060,2.1600,0.3481,0.3760,1.3045,122.5024,2.5024,122.8221,0.3342
2.0140,0.0070,2.5200,0.3481,0.3760,1.3053,122.5035,2.5035,122.8217,0.3346
2.0160,0.0080,2.8800,0.3482,0.3756,1.3059,122.1916,2.1916,122.5087,0.6475
2.0180,0.0090,3.2400,0.3484,0.3750,1.3065,121.6093,1.6093,121.9255,1.2308
2.0200,0.0100,3.6000,0.3486,0.3742,1.3071,120.7952,0.7952,121.1102,2.0461
2.0220,0.0110,3.9600,0.3489,0.3732,1.3076,119.7841,0.2159,120.0973,3.0590
2.0240,0.0120,4.3200,0.3493,0.3720,1.3080,118.6074,1.3926,118.9177,4.2385
2.0260,0.0130,4.6800,0.3497,0.3706,1.3084,117.2936,2.7064,117.5995,5.5567
2.0280,0.0140,5.0400,0.3500,0.3695,1.3088,116.1760,3.8240,116.4769,6.6794
2.0300,0.0150,5.4000,0.3503,0.3685,1.3093,115.2371,4.7629,115.5327,7.6235
2.0320,0.0160,5.7600,0.3505,0.3677,1.3099,114.4607,5.5393,114.7512,8.4050
2.0340,0.0170,6.1200,0.3507,0.3670,1.3104,113.8318,6.1682,114.1175,9.0387
2.0360,0.0180,6.4800,0.3508,0.3664,1.3110,113.3365,6.6635,113.6180,9.5382
2.0380,0.0190,6.8400,0.3509,0.3660,1.3117,112.9621,7.0379,113.2399,9.9163
2.0400,0.0200,7.2000,0.3510,0.3657,1.3124,112.6949,7.3051,112.9697,10.1866
2.0420,0.0210,7.5600,0.3510,0.3654,1.3131,112.5242,7.4758,112.7965,10.3597
2.0440,0.0220,7.9200,0.3510,0.3653,1.3138,112.4401,7.5599,112.7106,10.4456
2.0460,0.0230,8.2800,0.3510,0.3652,1.3145,112.4335,7.5665,112.7028,10.4535
2.0480,0.0240,8.6400,0.3510,0.3652,1.3153,112.4962,7.5038,112.7646,10.3917
2.0500,0.0250,9.0000,0.3509,0.3652,1.3161,112.6204,7.3796,112.8882,10.2680
2.0520,0.0260,9.3600,0.3508,0.3653,1.3168,112.7973,7.2027,113.0649,10.0913
2.0540,0.0270,9.7200,0.3507,0.3654,1.3176,113.0205,6.9795,113.2881,9.8681
2.0560,0.0280,10.0800,0.3506,0.3655,1.3184,113.2844,6.7156,113.5521,9.6041
2.0580,0.0290,10.4400,0.3505,0.3657,1.3193,113.5835,6.4165,113.8515,9.3047
2.0600,0.0300,10.8000,0.3504,0.3659,1.3201,113.9132,6.0868,114.1814,8.9748
2.0620,0.0310,11.1600,0.3503,0.3661,1.3209,114.2690,5.7310,114.5375,8.6188
2.0640,0.0320,11.5200,0.3501,0.3664,1.3217,114.6451,5.3549,114.9137,8.2425
2.0660,0.0330,11.8800,0.3500,0.3666,1.3226,115.0380,4.9620,115.3066,7.8496
2.0680,0.0340,12.2400,0.3499,0.3669,1.3234,115.4445,4.5555,115.7130,7.4432
2.0700,0.0350,12.6000,0.3497,0.3671,1.3243,115.8619,4.1381,116.1301,7.0262
2.0720,0.0360,12.9600,0.3496,0.3674,1.3251,116.2874,3.7126,116.5551,6.6011
2.0740,0.0370,13.3200,0.3494,0.3677,1.3260,116.7169,3.2831,116.9840,6.1722
2.0760,0.0380,13.6800,0.3493,0.3679,1.3268,117.1486,2.8514,117.4148,5.7414
2.0780,0.0390,14.0400,0.3491,0.3682,1.3277,117.5806,2.4194,117.8457,5.3105
2.0800,0.0400,14.4000,0.3490,0.3684,1.3285,118.0115,1.9885,118.2753,4.8809
2.0820,0.0410,14.7600,0.3488,0.3687,1.3294,118.4397,1.5603,118.7021,4.4541
2.0840,0.0420,15.1200,0.3487,0.3689,1.3303,118.8642,1.1358,119.1249,4.0313
2.0860,0.0430,15.4800,0.3485,0.3691,1.3311,119.2821,0.7179,119.5410,3.6153
2.0880,0.0440,15.8400,0.3484,0.3693,1.3320,119.6926,0.3074,119.9494,3.2068
2.0900,0.0450,16.2000,0.3482,0.3695,1.3328,120.0949,0.0949,120.3495,2.8067
2.0920,0.0460,16.5600,0.3481,0.3697,1.3336,120.4886,0.4886,120.7409,2.4153
2.0940,0.0470,16.9200,0.3480,0.3698,1.3345,120.8731,0.8731,121.1230,2.0332
2.0960,0.0480,17.2800,0.3478,0.3700,1.3353,121.2482,1.2482,121.4955,1.6607
2.0980,0.0490,17.6400,0.3477,0.3701,1.3362,121.6117,1.6117,121.8562,1.3000
2.1000,0.0500,18.0000,0.3476,0.3702,1.3370,121.9634,1.9634,122.2052,0.9510
2.1020,0.0510,18.3600,0.3475,0.3703,1.3378,122.3034,2.3034,122.5423,0.6139
2.1040,0.0520,18.7200,0.3474,0.3704,1.3386,122.6317,2.6317,122.8677,0.2886
2.1060,0.0530,19.0800,0.3473,0.3705,1.3395,122.9483,2.9483,123.1813,0.0251
2.1080,0.0540,19.4400,0.3472,0.3706,1.3403,123.2534,3.2534,123.4834,0.3272
2.1100,0.0550,19.8000,0.3471,0.3706,1.3411,123.5453,3.5453,123.7722,0.6160
2.1120,0.0560,20.1600,0.3470,0.3706,1.3419,123.8243,3.8243,124.0481,0.8919
2.1140,0.0570,20.5200,0.3469,0.3706,1.3427,124.0907,4.0907,124.3114,1.1552
2.1160,0.0580,20.8800,0.3468,0.3706,1.3435,124.3449,4.3449,124.5624,1.4062
2.1180,0.0590,21.2400,0.3467,0.3706,1.3443,124.5873,4.5873,124.8017,1.6455
2.1200,0.0600,21.6000,0.3466,0.3705,1.3451,124.8182,4.8182,125.0295,1.8732
2.1220,0.0610,21.9600,0.3466,0.3704,1.3459,125.0361,5.0361,125.2443,2.0881
2.1240,0.0620,22.3200,0.3465,0.3704,1.3467,125.2417,5.2417,125.4468,2.2906
2.1260,0.0630,22.6800,0.3464,0.3703,1.3475,125.4354,5.4354,125.6375,2.4812
2.1280,0.0640,23.0400,0.3464,0.3702,1.3482,125.6178,5.6178,125.8168,2.6606
2.1300,0.0650,23.4000,0.3463,0.3700,1.3490,125.7894,5.7894,125.9854,2.8292
2.1320,0.0660,23.7600,0.3463,0.3699,1.3498,125.9488,5.9488,126.1419,2.9857
2.1340,0.0670,24.1200,0.3462,0.3697,1.3505,126.0968,6.0968,126.2869,3.1307
2.1360,0.0680,24.4800,0.3462,0.3696,1.3513,126.2339,6.2339,126.4212,3.2649
2.1380,0.0690,24.8400,0.3461,0.3694,1.3520,126.3607,6.3607,126.5452,3.3890
2.1400,0.0700,25.2000,0.3461,0.3692,1.3528,126.4779,6.4779,126.6596,3.5034
2.1420,0.0710,25.5600,0.3460,0.3690,1.3535,126.5861,6.5861,126.7650,3.6088
2.1440,0.0720,25.9200,0.3460,0.3687,1.3543,126.6839,6.6839,126.8601,3.7039
2.1460,0.0730,26.2800,0.3460,0.3685,1.3550,126.7720,6.7720,126.9456,3.7893
2.1480,0.0740,26.6400,0.3460,0.3682,1.3557,126.8511,6.8511,127.0221,3.8658
2.1500,0.0750,27.0000,0.3459,0.3680,1.3564,126.9218,6.9218,127.0902,3.9340
2.1520,0.0760,27.3600,0.3459,0.3677,1.3572,126.9847,6.9847,127.1507,3.9944
2.1540,0.0770,27.7200,0.3459,0.3674,1.3579,127.0405,7.0405,127.2040,4.0477
2.1560,0.0780,28.0800,0.3459,0.3671,1.3586,127.0879,7.0879,127.2488,4.0926
2.1580,0.0790,28.4400,0.3459,0.3668,1.3593,127.1274,7.1274,127.2860,4.1297
2.1600,0.0800,28.8000,0.3459,0.3665,1.3600,127.1597,7.1597,127.3160,4.1598
2.1620,0.0810,29.1600,0.3458,0.3661,1.3607,127.1856,7.1856,127.3395,4.1833
2.1640,0.0820,29.5200,0.3458,0.3658,1.3614,127.2055,7.2055,127.3572,4.2009
2.1660,0.0830,29.8800,0.3458,0.3654,1.3621,127.2202,7.2202,127.3695,4.2133
2.1680,0.0840,30.2400,0.3458,0.3651,1.3628,127.2281,7.2281,127.3752,4.2190
2.1700,0.0850,30.6000,0.3458,0.3647,1.3634,127.2300,7.2300,127.3749,4.2186
2.1720,0.0860,30.9600,0.3458,0.3643,1.3641,127.2265,7.2265,127.3692,4.2130
2.1740,0.0870,31.3200,0.3458,0.3639,1.3648,127.2181,7.2181,127.3587,4.2025
2.1760,0.0880,31.6800,0.3458,0.3635,1.3655,127.2056,7.2056,127.3440,4.1878
2.1780,0.0890,32.0400,0.3458,0.3631,1.3661,127.1894,7.1894,127.3257,4.1695
2.1800,0.0900,32.4000,0.3458,0.3627,1.3668,127.1681,7.1681,127.3023,4.1461
2.1820,0.0910,32.7600,0.3459,0.3623,1.3675,127.1423,7.1423,127.2745,4.1182
2.1840,0.0920,33.1200,0.3459,0.3618,1.3681,127.1127,7.1127,127.2428,4.0865
2.1860,0.0930,33.4800,0.3459,0.3614,1.3688,127.0798,7.0798,127.2078,4.0516
2.1880,0.0940,33.8400,0.3459,0.3609,1.3694,127.0441,7.0441,127.1701,4.0138
2.1900,0.0950,34.2000,0.3459,0.3605,1.3701,127.0062,7.0062,127.1301,3.9739
2.1920,0.0960,34.5600,0.3459,0.3600,1.3707,126.9646,6.9646,127.0864,3.9302
2.1940,0.0970,34.9200,0.3459,0.3596,1.3713,126.9198,6.9198,127.0396,3.8834
2.1960,0.0980,35.2800,0.3459,0.3591,1.3720,126.8725,6.8725,126.9903,3.8340
2.1980,0.0990,35.6400,0.3460,0.3586,1.3726,126.8231,6.8231,126.9389,3.7827
2.2000,0.1000,36.0000,0.3460,0.3581,1.3732,126.7722,6.7722,126.8860,3.7297
2.2020,0.1010,36.3600,0.3460,0.3576,1.3738,126.7183,6.7183,126.8301,3.6738
2.2040,0.1020,36.7200,0.3460,0.3571,1.3745,126.6620,6.6620,126.7718,3.6155
2.2060,0.1030,37.0800,0.3460,0.3566,1.3751,126.6039,6.6039,126.7116,3.5554
2.2080,0.1040,37.4400,0.3460,0.3561,1.3757,126.5444,6.5444,126.6501,3.4938
2.2100,0.1050,37.8000,0.3461,0.3556,1.3763,126.4840,6.4840,126.5876,3.4314
2.2120,0.1060,38.1600,0.3461,0.3551,1.3769,126.4232,6.4232,126.5248,3.3686
2.2140,0.1070,38.5200,0.3461,0.3545,1.3775,126.3605,6.3605,126.4600,3.3038
2.2160,0.1080,38.8800,0.3461,0.3540,1.3781,126.2963,6.2963,126.3938,3.2376
2.2180,0.1090,39.2400,0.3461,0.3535,1.3787,126.2313,6.2313,126.3267,3.1705
2.2200,0.1100,39.6000,0.3462,0.3529,1.3793,126.1658,6.1658,126.2592,3.1030
2.2220,0.1110,39.9600,0.3462,0.3524,1.3799,126.1003,6.1003,126.1917,3.0354
2.2240,0.1120,40.3200,0.3462,0.3518,1.3805,126.0353,6.0353,126.1245,2.9683
2.2260,0.1130,40.6800,0.3462,0.3513,1.3810,125.9691,5.9691,126.0563,2.9001
2.2280,0.1140,41.0400,0.3462,0.3507,1.3816,125.9022,5.9022,125.9874,2.8311
2.2300,0.1150,41.4000,0.3463,0.3502,1.3822,125.8352,5.8352,125.9182,2.7620
2.2320,0.1160,41.7600,0.3463,0.3496,1.3828,125.7685,5.7685,125.8494,2.6932
2.2340,0.1170,42.1200,0.3463,0.3490,1.3833,125.7024,5.7024,125.7812,2.6250
2.2360,0.1180,42.4800,0.3463,0.3485,1.3839,125.6374,5.6374,125.7140,2.5578
2.2380,0.1190,42.8400,0.3463,0.3479,1.3844,125.5718,5.5718,125.6463,2.4901
2.2400,0.1200,43.2000,0.3464,0.3473,1.3850,125.5062,5.5062,125.5785,2.4222
2.2420,0.1210,43.5600,0.3464,0.3467,1.3856,125.4408,5.4408,125.5110,2.3547
2.2440,0.1220,43.9200,0.3464,0.3461,1.3861,125.3763,5.3763,125.4442,2.2880
2.2460,0.1230,44.2800,0.3464,0.3455,1.3867,125.3128,5.3128,125.3786,2.2224
2.2480,0.1240,44.6400,0.3464,0.3449,1.3872,125.2509,5.2509,125.3144,2.1582
2.2500,0.1250,45.0000,0.3464,0.3444,1.3877,125.1888,5.1888,125.2501,2.0939
2.2520,0.1260,45.3600,0.3465,0.3438,1.3883,125.1270,5.1270,125.1861,2.0299
2.2540,0.1270,45.7200,0.3465,0.3432,1.3888,125.0659,5.0659,125.1227,1.9665
2.2560,0.1280,46.0800,0.3465,0.3425,1.3894,125.0059,5.0059,125.0605,1.9042
2.2580,0.1290,46.4400,0.3465,0.3419,1.3899,124.9474,4.9474,124.9997,1.8434
2.2600,0.1300,46.8000,0.3465,0.3413,1.3904,124.8886,4.8886,124.9386,1.7824
2.2620,0.1310,47.1600,0.3465,0.3407,1.3909,124.8301,4.8301,124.8778,1.7216
2.2640,0.1320,47.5200,0.3466,0.3401,1.3914,124.7723,4.7723,124.8177,1.6615
2.2660,0.1330,47.8800,0.3466,0.3395,1.3920,124.7155,4.7155,124.7587,1.6024
2.2680,0.1340,48.2400,0.3466,0.3389,1.3925,124.6602,4.6602,124.7010,1.5448
2.2700,0.1350,48.6000,0.3466,0.3382,1.3930,124.6067,4.6067,124.6452,1.4890
2.2720,0.1360,48.9600,0.3466,0.3376,1.3935,124.5532,4.5532,124.5894,1.4332
2.2740,0.1370,49.3200,0.3466,0.3370,1.3940,124.5003,4.5003,124.5341,1.3778
2.2760,0.1380,49.6800,0.3466,0.3364,1.3945,124.4482,4.4482,124.4797,1.3234
2.2780,0.1390,50.0400,0.3467,0.3357,1.3950,124.3975,4.3975,124.4265,1.2703
2.2800,0.1400,50.4000,0.3467,0.3351,1.3955,124.3483,4.3483,124.3750,1.2188
2.2820,0.1410,50.7600,0.3467,0.3344,1.3960,124.3012,4.3012,124.3255,1.1692
